name,image_url,product_url,cost_price,price,category_name,reviews,stars,is_best_seller,quantity
"Over The Door Hook Door Hanger, 9 Coat Hooks Over The Door Organizer Towel Hooks for Hanging Coats, Towels, Hats, Robes, Bedroom, Closet, and Bathroom, Silver",https://m.media-amazon.com/images/I/71C4C+lS4KL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0915571S8,22.99,27.588,Hardware Hooks,1550,4.3,FALSE,48
"4pcs Window Security Bars, 11.8-19.7 Inch Adjustable Sliding Door Security Lock Bar Fixed Window Guard Door Security Devices for Children Safety Patio Door (White)",https://m.media-amazon.com/images/I/513vNqY+pqL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0CHDSSXLX,15.99,19.188,Window Hardware,0,0,FALSE,97
"FLYZZZ Window Screen Spline, 0.16"" x 100' Window Screen Retainer Spline, Round，Black，Window Screen Repair Tool",https://m.media-amazon.com/images/I/61rUR3GMRQL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0BWLYF4N7,13.71,16.452,Window Hardware,43,4.5,FALSE,37
"Ideal Security Window or Patio Door Security Bar with Child-Proof Lock, Extendable, White (15.7-26.75 Inches)",https://m.media-amazon.com/images/I/51Kxs04Ez3L._AC_UL320_.jpg,https://www.amazon.ca/dp/B07T4DF3BK,29.87,35.844,Window Hardware,7375,4.4,FALSE,94
"3m Window Kit 84"" X 237""Film",https://m.media-amazon.com/images/I/41pYd-iJ9KL._AC_UL320_.jpg,https://www.amazon.ca/dp/B00QJKWB34,51.35,61.62,Window Hardware,443,4.2,FALSE,62
Truth Hardware Maxim Multi-Point Casement Window Lock - White,https://m.media-amazon.com/images/I/41Lb8u+lzSL._AC_UL320_.jpg,https://www.amazon.ca/dp/B089D284QX,28.23,33.876,Window Hardware,4,3.9,FALSE,86
Apple AirTag 4 Pack,https://m.media-amazon.com/images/I/71gY9E+cTaS._AC_UL320_.jpg,https://www.amazon.ca/dp/B0932QJ2JZ,118.98,129,Electronics,85451,4.7,FALSE,53
Apple AirTag 1 Pack,https://m.media-amazon.com/images/I/713xuNx00oS._AC_UL320_.jpg,https://www.amazon.ca/dp/B0933BVK6T,34.98,39,Electronics,141700,4.6,TRUE,44
TAGRY Bluetooth Headphones 60H Playback True Wireless Earbuds LED Power Display Earphones with Wireless Charging Case IPX5 Waterproof in-Ear Earbuds with Mic for TV Smart Phone Laptop Sports,https://m.media-amazon.com/images/I/61auSUFV21L._AC_UL320_.jpg,https://www.amazon.ca/dp/B0B2RGW5SW,49.99,68.99,Electronics,53321,4.5,TRUE,0
"INIU Power Bank, USB C in&out Slimmest 10000mAh Portable Charger, Triple 3A High-Speed Charge External Battery Pack, Flashlight Phone Charger for iPhone 15 14 13 12 11 X Samsung S22 S21 Google LG iPad",https://m.media-amazon.com/images/I/515595MIezL._AC_UL320_.jpg,https://www.amazon.ca/dp/B07G34JZG2,29.99,41.98,Electronics,84346,4.5,TRUE,21
Bkayp Apple MFi Certified iPhone Charger 3pack 10FT Long Lightning Cable Fast Charging High Speed Data Sync USB Cable Compatible iPhone 13/12/11 Pro Max/XS MAX/XR/XS/X/8/7/Plus/6S (Grey White),https://m.media-amazon.com/images/I/71n62pwUV5L._AC_UL320_.jpg,https://www.amazon.ca/dp/B0BPSK5BLT,15.82,24.99,Electronics,1466,4.4,TRUE,93
Spigen Liquid Air [Made for Google] Pixel 7 Case - Matte Black,https://m.media-amazon.com/images/I/71xbqBWj6lL._AC_UL320_.jpg,https://www.amazon.ca/dp/B09YMTV7M2,16.99,20.388,Electronics,3325,4.7,FALSE,54
"HATALKIN 3 in 1 Wireless Charger Stand for Google Pixel Watch,Google Pixel 7/7A/7 Pro/6/6 Pro/5/4/3/XL/Pixel Fold,Pixel Buds Pro,iPhone 14/Sam Sung S23,Air-pods/Galaxy Buds Multiple Devices",https://m.media-amazon.com/images/I/61TCarMUY1L._AC_UL320_.jpg,https://www.amazon.ca/dp/B0C3Q71N5J,56.88,68.256,Electronics,46,4,FALSE,0
"LVFAN Charger Stand for Apple Watch, Portable iWatch Charger with USB C Cable, Magnetic Charger Dock for Apple Watch Series Ultra2 Ultra 9 8 7 6 5 4 3 2 1 SE 49/45/44/42/41/40/38mm (White)",https://m.media-amazon.com/images/I/61Fn3c+98NL._AC_UL320_.jpg,https://www.amazon.ca/dp/B09ZQQ9DF1,21.96,26.352,Electronics,1017,4.5,FALSE,8
"Super Fast Charger Type C Kit, VELOGK 25W PD PPS USB C Wall/Car Charger for Samsung Galaxy S22/S21/S20/Plus/Ultra/FE/Note 20/10/A71,2020/2018 iPad Pro/Air,with 2X Nylon-Braided USB C-to-C Cable(3.3ft)",https://m.media-amazon.com/images/I/61gfqhvDRPL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0936BWZTK,26.99,28.99,Electronics,9080,4.4,FALSE,0
Foneskream [3+3 Pack] Compatible for Samsung Galaxy S23 Screen Protector 6.1 inch + Samsung S23 Camera Lens Protector Tempered Glass Case Friendly Fingerprint Recognition,https://m.media-amazon.com/images/I/614v2SxG+7L._AC_UL320_.jpg,https://www.amazon.ca/dp/B0BJ9PV656,11.19,13.99,Electronics,422,4.3,FALSE,55
"Turn back time with the Maybelline New York Instant Age Rewind Eraser Multi-Use Concealer, Under Eye Dark Circles Treatment, in shade light. Infused with gogi berry, this concealer works to conceal, correct, contour and erase the appearance of fine lines, blemishes, redness, and dark circles to give you a radiant and well rested appearance. This concealer is your quick fix to late nights working, early mornings, or even a bad night's sleep. With one quick use, this product will revive and brighten the look of dull skin so you can continue with your day looking refreshed. To use, twist the collar of the applicator until the concealer is visible on the sponge. If it’s your first time using the product, you may have to twist a few times. Then, apply the concealer to the under-eye area and blend. For extremely dark circles, apply the Neutralizer under the concealer. In no time at all you’ll be ready to head out in confidence. Instant Age Rewind Concealer. Radiant and refreshed in no time.",https://m.media-amazon.com/images/I/61qruHWziOL._AC_UL320_.jpg,https://www.amazon.ca/dp/B004Y9GTYE,14.96,17.952,Makeup,183274,4.3,TRUE,100
"L'Oréal Paris Voluminous Original Mascara, Lash Volumizing and Separating Mascara, Non-Clumping Formula for Soft and Smooth Lashes, Blackest Black, 8.5ml",https://m.media-amazon.com/images/I/61Uli1Uom1L._AC_UL320_.jpg,https://www.amazon.ca/dp/B004BCTFVS,8.97,10.764,Makeup,124461,4.4,FALSE,100
"Body Glitter Gel, Face Glitter for Body, Face, Eye, Hair Glitter Makeup Liquid Long Lasting Sparkling Mermaid Scales for Festival Party Halloween, for Woman＆ Kids, 3PCS",https://m.media-amazon.com/images/I/71BRwQPbo4L._AC_UL320_.jpg,https://www.amazon.ca/dp/B0BCG1NK2H,17.99,21.588,Makeup,27,4,FALSE,50
Anghie Ink Cups 500PCS Pigment Ink Caps Disposable Cups #8 Small Ink Caps Cups for Pigment Ink Makeup Supplies,https://m.media-amazon.com/images/I/71uPP6jDNtL._AC_UL320_.jpg,https://www.amazon.ca/dp/B08FSSQPB4,13.99,16.788,Makeup,36,4.4,FALSE,38
QUEWEL Cluster Lashes 72 Pcs Wide Stem Individual Lashes C/D Curl 8-16mm Length DIY Eyelash Extension False Eyelashes Natural&Mega Styles Soft for Personal Makeup Use at Home (Mega-D-MIX8-16),https://m.media-amazon.com/images/I/81On+VHrK0L._AC_UL320_.jpg,https://www.amazon.ca/dp/B09Y35Y5JB,12.99,15.588,Makeup,2927,4.2,FALSE,100
"Miter T Track Jig, Robust Wear Resistance Flexible Anodizing Treatment Without Deformation T Slot Miter Track Jig 18in for Carpentry for Modification (Silver)",https://m.media-amazon.com/images/I/5177xCSXx2L._AC_UL320_.jpg,https://www.amazon.ca/dp/B0CD68D6YN,17.29,20.748,Cutting Tools,0,0,FALSE,0
"CNC Spoilboard Surfacing Router Bits, 1/4 inch Shank 1 inch Cutting Diameter Slab Flattening Router Bit, Slab Flattening Router Bit Carbide Planer Router Bits for Woods(#1)",https://m.media-amazon.com/images/I/51rpXY-346L._AC_UL320_.jpg,https://www.amazon.ca/dp/B0CCDV2LR4,11.99,14.388,Cutting Tools,0,0,FALSE,100
"Roundover Router Bit, Corner Rounding Edge Forming Roundover Beading Router Bit Table Edge Roman Ogee Forming Router Bit 1/2 Inch Shank Woodworking Milling Cutter",https://m.media-amazon.com/images/I/41rt-1ez4oS._AC_UL320_.jpg,https://www.amazon.ca/dp/B0CC1HYKMF,21.84,26.208,Cutting Tools,0,0,FALSE,58
WEISIDA 2PCS/Set Hand Reamers Set MT0/MT1/MT2/MT3/MT4/MT5/MT6 Steel Fine/Rough-Edge Fit for Morse Taper Reamer for Milling Finishing Cutter Tool Hand Reamers (Size : MT4),https://m.media-amazon.com/images/I/51yk8FL-1TL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0CBN4RNLB,116.98,140.376,Cutting Tools,0,0,FALSE,82
"1"" Diamond Finger Router Bit CNC Milling Cutter for Granite Marble Concrete",https://m.media-amazon.com/images/I/51KQI7wUWFL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0CB5H4WMK,143.39,172.068,Cutting Tools,0,0,FALSE,33
"24Pcs 12 Colors Plastic Hairbands with Hair Loops Assortment Kit, Multi-Use Hair Bands Spring Hair Hoop Band Fashion Headbands Headwear Accessories for Sports, Outdoor",https://m.media-amazon.com/images/I/71SlWxPWUNL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0BRRJJSY1,17.99,21.588,Women's Accessories,5,4.1,FALSE,14
Sm Sexy Bondage Belt Belt Leg Ring One Thigh Binding Belt Women Wear Pu Leather Pants (Size : A15),https://m.media-amazon.com/images/I/71xLAFba4pL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0BRGZ2RY4,31.23,37.476,Women's Accessories,0,0,FALSE,0
"The Union Jack British Flag Slouchy Beanie Hat for Men Winter Soft Warm Ladies Knitted Skull Beanies Cap Black, Black, One Size",https://m.media-amazon.com/images/I/51XBAXgOYbL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0BNGZSV6W,17.75,21.3,Women's Accessories,0,0,FALSE,31
Uganda Flag 18'' x 12'' Cords - Ugandan Small Flags 30 x 45cm - Banner 18x12 in Drapeau Ouganda AZ FLAG,https://m.media-amazon.com/images/I/51b8ZD2dA3L._AC_UL320_.jpg,https://www.amazon.ca/dp/B012WV0BFS,8.95,10.74,Outdoor Décor,8,5,FALSE,68
Metal Weathervane Metal Wind Direction Sorceress and Cat Weathervane Retro Witch Wind Vane Iron Stainless Steel Wind Direction Indicator Garden Art Décor for Farm Garden Yard,https://m.media-amazon.com/images/I/61zzBejB3kL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0C7R1Q3MK,21.99,26.388,Outdoor Décor,0,0,FALSE,8
"3×5 FT Canada Ireland Flag, Large 100D Canadian Irish Friendship National Outdoor Banner,Doube Side Printing Decor For Patio Garden With Brass Gromment",https://m.media-amazon.com/images/I/61eIZdBwqqL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0BTXB5BS7,15.99,19.188,Outdoor Décor,3,5,FALSE,29
May You Never Be Too Grown Up to Search The Skies On Christmas Eve 12x16 inch Vintage Metal Tin Sign for Garden Garage Home Cafe Wall Decor,https://m.media-amazon.com/images/I/81J-oU+FI+L._AC_UL320_.jpg,https://www.amazon.ca/dp/B0BG26L4QD,18.86,22.632,Outdoor Décor,4,5,FALSE,95
24 Pcs Christmas Tree Fence White Plastic Picket Fence Decorative Border Small Garden Picket Fence Panels for Christmas Tree Weeding Party Garden Home Decorations 11.81 x 3.94 Inch,https://m.media-amazon.com/images/I/91VMfTlw4pL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0BC1DVDST,39.25,47.1,Outdoor Décor,17,3.6,FALSE,0
Vegetable Chopper Vegetable Cutter Spiralizer Vegetable Slicer - Food Onion Veggie Chopper Dicer Potato Fry Cutter (4-in-1 Chopper - White),https://m.media-amazon.com/images/I/81m5GFr6aeL._AC_UY218_.jpg,https://www.amazon.ca/dp/B0764HS4SL,36.99,51.65,Kitchen Utensils  Gadgets,93495,4.4,TRUE,150
"Amazon Basics Stainless Steel Digital Kitchen Scale with LCD Display, Batteries Included",https://m.media-amazon.com/images/I/815FWesbK3L._AC_UY218_.jpg,https://www.amazon.ca/dp/B06X9NQ8GX,15.38,17.09,Kitchen Utensils  Gadgets,81012,4.6,TRUE,500
"Starfrit 093208 Little Beaver Can Opener, White",https://m.media-amazon.com/images/I/51+7g4GcV6L._AC_UY218_.jpg,https://www.amazon.ca/dp/B00D1KZ5NS,10.98,13.176,Kitchen Utensils  Gadgets,7620,4.7,TRUE,500
Digital Instant Read Meat Thermometer - Waterproof Kitchen Food Cooking Thermometer with Backlight LCD - Best Super Fast Electric Meat Thermometer Probe for BBQ Grilling Smoker Baking Turkey,https://m.media-amazon.com/images/I/81rVbdxgeEL._AC_UY218_.jpg,https://www.amazon.ca/dp/B079DRC97N,17.95,19.95,Kitchen Utensils  Gadgets,28241,4.6,TRUE,500
"4Pcs Gap Cleaning Brush, Ginsco Hard-Bristled Crecive Cleaning Brush, Crevice Cleaning Tool Multifunctional Brushes for Household Use, Household Cleaning Tool Small Cleaning Brush for Shutter Door Window Track Kitchen Bathroom",https://m.media-amazon.com/images/I/71PIU-V02mL._AC_UY218_.jpg,https://www.amazon.ca/dp/B0CFYQDHVP,8.98,10.776,Kitchen Utensils  Gadgets,84,3.9,TRUE,500
YCXXKJ Microwave Ramen Bowl Set Ramen Cooker with Handles Noodle Bowls with Lid and Chopsticks Stainless Steel Liner Dishwasher Safe for Home Office College Dorm Room(Yellow & Green),https://m.media-amazon.com/images/I/715hL3fwjaL._AC_UY218_.jpg,https://www.amazon.ca/dp/B0BDRV3KFB,18.99,22.788,Tableware,323,4.4,FALSE,100
"KROSNO Tall Water Juice Drinking Glasses | Set of 6 | 18.3 oz | Avant-Garde Collection | Highball & Tumbler Crystal Glass | Perfect for Home, Restaurants and Parties | Dishwasher Safe",https://m.media-amazon.com/images/I/61voIgc5X6L._AC_UY218_.jpg,https://www.amazon.ca/dp/B08R6MQ7KP,59.35,71.22,Tableware,411,4.6,FALSE,50
"Boss Day Gift Mug My Favorite Employee Gave Me This Mug Coffee Mug for Boss Manager, CEO, Leader from Employee 11 oz Funny Ceramic Coffee Cup Gift Idea for Male/Female/Bosses/Coworkers …",https://m.media-amazon.com/images/I/510kf5jZ+9L._AC_UY218_.jpg,https://www.amazon.ca/dp/B09JCJG2VY,15.89,19.068,Tableware,51,4.3,FALSE,50
"JoyJolt 4-Piece Afina Cocktail Glasses Set, Martini Glasses- 8-Ounces",https://m.media-amazon.com/images/I/712OP5rswEL._AC_UY218_.jpg,https://www.amazon.ca/dp/B076ZWDFM1,24.95,29.94,Tableware,11789,4.6,FALSE,50
COLETTI Bozeman Percolator Coffee Pot - 12 CUP Camping Coffee Pot - Coffee Percolator,https://m.media-amazon.com/images/I/81dksN4CtuS._AC_UY218_.jpg,https://www.amazon.ca/dp/B07MB6P97L,59.95,71.94,Tableware,8712,4.1,TRUE,100
"Swiffer 180 Dusters Refills For Multi Surface Cleaning, Disposable, Unscented, 16 Count",https://m.media-amazon.com/images/I/81dnxgiroML._AC_UL320_.jpg,https://www.amazon.ca/dp/B0035G072M,12.59,16.99,Household Cleaning Tools,4922,4.8,FALSE,700
Vileda EasyWring Mop Head Refill (Pack of 2),https://m.media-amazon.com/images/I/71WJwtXTVJL._AC_UL320_.jpg,https://www.amazon.ca/dp/B07TK43RS3,12.98,15.99,Household Cleaning Tools,4714,4.7,TRUE,150
"Swiffer PowerMop Multi-Surface Mop Kit for Floor Cleaning, Fresh Scent, Mopping Kit Includes PowerMop, 2 Mopping Pad Refills, 1 Floor Cleaning Solution with Fresh Scent and 2 Batteries",https://m.media-amazon.com/images/I/81ijxBfJSbL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0C1DWC251,39.97,47.964,Household Cleaning Tools,4116,4.5,FALSE,500
"Swiffer Wetjet Mopping Pad, Multi Surface Cleaner Refills For Floor Mop, 24 Count",https://m.media-amazon.com/images/I/81wv6YTsh5L._AC_UL320_.jpg,https://www.amazon.ca/dp/B001F0RBT2,13.29,17.99,Household Cleaning Tools,55313,4.8,TRUE,40
Vileda EasyWring Microfibre Spin Mop & Bucket Floor Cleaning System (EasyWring System + 1 Refill),https://m.media-amazon.com/images/I/810OekvLNAL._AC_UL320_.jpg,https://www.amazon.ca/dp/B07TMGV787,48.99,53.99,Household Cleaning Tools,23069,4.6,TRUE,3000
"Gumaxx Cleaner, Gumaxx Kitchen Cleaner, Gumaxx Cleaner Powder, Gumaxx Grease Remover, Gumaxx Dust Cleaner, Gumaxx All Purpose Cleaner, Gumaxx Grease Cleaner (1pcs)",https://m.media-amazon.com/images/I/71HNAo42cFL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0CJHSWBT3,15.88,19.056,Household Cleaning,0,0,FALSE,79
"Cookware Cleaning Paste, Cookware Kitchen Paste Cleaner, Decontamination Cleaner for Oven Cleaning, Cookware Rust Removal Cleaning Paste for Ceramics, Stoves Buogint",https://m.media-amazon.com/images/I/618VAqMxTcL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0CJHSVW5S,13.87,16.644,Household Cleaning,0,0,FALSE,13
Electric Sewer Pipe Dredging Machine Toilet Kitchen 19-28MM Pipe Cleaning Machine Pipe Dredger Drain Cleaner 120W,https://m.media-amazon.com/images/I/616wpLYYWcL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0CJHRYR6B,518.66,622.392,Household Cleaning,0,0,FALSE,57
Protective Kitchen Cleaner | Foam Degreaser Cleaner - Heavy Duty Degreaser Cleaner for Pans Baking Paper Moukkey,https://m.media-amazon.com/images/I/71-bRQ1+mqL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0CJHRPF3C,16.7,20.04,Household Cleaning,0,0,FALSE,0
"Tide PODS, Laundry Detergent Liquid Pacs, Spring Meadows, 81 Count - Packaging May Vary",https://m.media-amazon.com/images/I/81yI0j+CIzL._AC_UL320_.jpg,https://www.amazon.ca/dp/B01BUNHFQM,24.97,29.964,Laundry Supplies,91960,4.8,FALSE,150
"Tide To Go Instant Stain Remover, 1 Count Pack",https://m.media-amazon.com/images/I/51fYz8YbgaL._AC_UL320_.jpg,https://www.amazon.ca/dp/B000BGK968,3.21,3.852,Laundry Supplies,5065,4.6,TRUE,6000
"Downy Wrinkle Release Wrinkle Releaser Spray, Light Fresh Scent, Travel Size, 90ml",https://m.media-amazon.com/images/I/51QNYAgJSHL._AC_UL320_.jpg,https://www.amazon.ca/dp/B01L6TI7TE,3.27,3.924,Laundry Supplies,2437,4.1,TRUE,500
"Bounce Dryer Sheets, Outdoor Fresh Scent, 200 Count",https://m.media-amazon.com/images/I/81IQxgvTuYL._AC_UL320_.jpg,https://www.amazon.ca/dp/B000B4TJLQ,9.99,10.99,Laundry Supplies,5538,4.6,TRUE,3000
"Arm & Hammer Laundry Detergent Liquid Soap, Clean Fresh Scent, 140 Loads, 6.21 L, Value Size",https://m.media-amazon.com/images/I/711Maxdwl1L._AC_UL320_.jpg,https://www.amazon.ca/dp/B00LM915YS,24.03,28.836,Laundry Supplies,252,4.7,FALSE,100
"Utopia Bedding All Season Comforter - Ultra Soft Down Alternative Comforter - Plush Siliconized Fiberfill Duvet Insert - Box Stitched (Queen, White)",https://m.media-amazon.com/images/I/61FIPKaDHyL._AC_UY218_.jpg,https://www.amazon.ca/dp/B01JPECQBM,29.99,45.99,Bedding,84463,4.5,FALSE,500
"Utopia Bedding Bed Pillows for Sleeping Queen Size, Set of 2, Cooling Hotel Quality, for Back, Stomach or Side Sleepers",https://m.media-amazon.com/images/I/61Dn0gi6nWL._AC_UY218_.jpg,https://www.amazon.ca/dp/B01M1IFXLR,34.99,45.99,Bedding,7773,4.4,FALSE,2000
"Utopia Bedding Bed Sheet Set - 4 Piece Queen Bedding - Soft Brushed Microfiber Fabric - Shrinkage & Fade Resistant - Easy Care (Queen, Grey)",https://m.media-amazon.com/images/I/713afJ6oJ+L._AC_UY218_.jpg,https://www.amazon.ca/dp/B00NX0WXQI,29.99,35.988,Bedding,189396,4.5,FALSE,40
Queen Size Sheet Set - 4 Piece Set - Hotel Luxury Bed Sheets - Extra Soft - Deep Pockets - Easy Fit - Breathable & Cooling Sheets - Wrinkle Free - Comfy - White Bed Sheets - Queens Sheets – 4 PC,https://m.media-amazon.com/images/I/61nY9nYn30L._AC_UY218_.jpg,https://www.amazon.ca/dp/B01M16WBW1,39.99,49.99,Bedding,259477,4.4,TRUE,2000
"Cervical Pillow for Neck and Shoulder Pain, Ergonomic Contour Pillows Memory Foam Pillow for Sleeping, Odorless Orthopedic Pillow with Comfort Support for Side Sleepers, Back & Stomach Sleepers",https://m.media-amazon.com/images/I/71rs0rvSfwL._AC_UY218_.jpg,https://www.amazon.ca/dp/B09Y1L13H1,65.99,79.188,Bedding,2395,4.1,TRUE,3000
"NOCO Boost Plus GB40 1000 Amp 12-Volt UltraSafe Lithium Jump Starter Box, Car Battery Booster Pack, Portable Power Bank Charger, and Jumper Cables for up to 6-Liter Gasoline and 3-Liter Diesel Engines",https://m.media-amazon.com/images/I/71aF7GY0cEL._AC_UL320_.jpg,https://www.amazon.ca/dp/B015TKUPIC,154.98,185.976,Automotive Tools  Equipment,88068,4.6,TRUE,3000
"NOCO GENIUS1, 1A Car Battery Charger, 6V and 12V Automotive Battery Charger, Battery Maintainer, Trickle Charger and Desulfator for AGM, Lithium, Motorcycle, Deep-Cycle and RV Batteries",https://m.media-amazon.com/images/I/81xccMDEjkL._AC_UL320_.jpg,https://www.amazon.ca/dp/B07W46BX31,60.99,73.188,Automotive Tools  Equipment,42750,4.6,TRUE,900
"NOCO GENIUS5, 5A Car Battery Charger, 6V and 12V Automotive Battery Charger, Battery Maintainer, Trickle Charger and Desulfator for AGM, Lithium, Motorcycle, Deep-Cycle and RV Batteries",https://m.media-amazon.com/images/I/81UVh1o+ayL._AC_UL320_.jpg,https://www.amazon.ca/dp/B07W8KJH44,114.99,137.988,Automotive Tools  Equipment,14897,4.7,FALSE,600
"MOTOPOWER MP69033 Car OBD2 Scanner Code Reader Engine Fault Code Reader Scanner CAN Diagnostic Scan Tool for All OBD II Protocol Cars Since 1996, Yellow",https://m.media-amazon.com/images/I/61dw6Azq+NL._AC_UL320_.jpg,https://www.amazon.ca/dp/B07Z3HB7DR,35.99,39.99,Automotive Tools  Equipment,28722,4.4,TRUE,2000
MOTOPOWER MP00205A 12V 800mA Fully Automatic Battery Charger/Maintainer,https://m.media-amazon.com/images/I/71oIrHGNDxL._AC_UL320_.jpg,https://www.amazon.ca/dp/B071G68GTD,25,30,Automotive Tools  Equipment,8909,4.5,FALSE,100
Apple AirPods (2nd Generation),https://m.media-amazon.com/images/I/61Zh467pKjL._AC_UL320_.jpg,https://www.amazon.ca/dp/B07PXGQC1Q,138.99,179,Electronics,16999,4.6,FALSE,0
"Amazon Fire HD 8 tablet, 8” HD Display, 32 GB, 30% faster processor, designed for portable entertainment, (2022 release), Black",https://m.media-amazon.com/images/I/61NQHkhutyL._AC_UL320_.jpg,https://www.amazon.ca/dp/B09BG5LXWJ,119.99,143.988,Electronics,1536,4.2,TRUE,52
JBL Tune 510BT Wireless On-Ear Bluetooth Headphones - Black,https://m.media-amazon.com/images/I/61cC3eF3uEL._AC_UL320_.jpg,https://www.amazon.ca/dp/B08WM3LJQB,39.98,69.98,Electronics,3571,4.5,FALSE,3
"Logitech MK270 Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia and Shortcut Keys, 2-Year Battery Life, for PC, Laptop",https://m.media-amazon.com/images/I/61pUul1oDlL._AC_UL320_.jpg,https://www.amazon.ca/dp/B079JLY5M5,39.99,44.99,Electronics,84200,4.4,TRUE,10
"EF ECOFLOW Portable Power Station River 2, 256Wh LiFeP04 Battery/ 1 Hour Fast Charging, 2 Up to 600W AC Outlets, Solar Generator (Solar Panel Optional) for Outdoor Camping/RVs/Home Use",https://m.media-amazon.com/images/I/61dWe2I3TpL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0B8MXPRDB,299,358.8,RV Parts  Accessories,1289,4.4,TRUE,0
"EF ECOFLOW DELTA 2 Portable Power Station, 1024Wh LiFePO4 Battery, Fast Charging, Use as a Solar Generator(Solar Panel Optional) for Home Backup Power, Camping & RVs",https://m.media-amazon.com/images/I/61p5Knewi+L._AC_UL320_.jpg,https://www.amazon.ca/dp/B0B9XB57XM,1299,1558.8,RV Parts  Accessories,724,4.5,FALSE,0
"EF ECOFLOW Portable Power Station RIVER 2 Max, 512Wh LiFePO4 Battery/ 1 Hour Fast Charging, Up To 1000W Output Solar Generator (Solar Panel Optional) for Outdoor Camping/RVs/Home Use",https://m.media-amazon.com/images/I/61niNUcXG3L._AC_UL320_.jpg,https://www.amazon.ca/dp/B0B97H2XHS,599,718.8,RV Parts  Accessories,539,4.6,FALSE,72
Camco 36153 RV Brass Blow Out Plug,https://m.media-amazon.com/images/I/81+dlkPWloL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0006IX68O,17,20.4,RV Parts  Accessories,5371,4.6,TRUE,400
"Jackery Portable Power Station Explorer 300, 293Wh Backup Lithium Battery, 110V/300W Pure Sine Wave AC Outlet, Solar Generator (Solar Panel Not Included) for RV Outdoors Camping Travel Emergency",https://m.media-amazon.com/images/I/81Fq5thlrnS._AC_UL320_.jpg,https://www.amazon.ca/dp/B082TMBYR6,419,502.8,RV Parts  Accessories,12929,4.7,FALSE,28
Aramox Transmission Oil Cooler Line Disconnect Tool Aluminium Alloy Fuel Line Disconnect Tools Purple Replacement for Ford F250 F350 F450,https://m.media-amazon.com/images/I/61EgAocDF-L._AC_UL320_.jpg,https://www.amazon.ca/dp/B0B9P2MJ9V,29.43,35.316,RV Parts  Accessories,0,0,FALSE,31
"2000W 12V 24V 48V Low RPM with Controller Permanent Magnet Alternator 3 Phase Generator for Wind Turbine Water Turbine(White,with Base)",https://m.media-amazon.com/images/I/61HrDmR+kFL._AC_UL320_.jpg,https://www.amazon.ca/dp/B0B3DD79L9,492,590.4,RV Parts  Accessories,0,0,FALSE,90
DERNORD 120V 1440W Water Heater Element Screw-in Type for RV Boat Camper Travel Trailer Suburban Winterizing Kit Accessories,https://m.media-amazon.com/images/I/51pBT2UnbpL._AC_UL320_.jpg,https://www.amazon.ca/dp/B09VBLP5QY,28,33.6,RV Parts  Accessories,92,4.1,FALSE,0
"AC-DK Trailer Hitch Lock Pin Set, 5/8"" and 1/2"" Extra Long 3-1/2"" Span for Class I,II,III,IV,V Hitches, with 2 Safety Clips, 10 Rubbers O Rings(1/2"" + 5/8"")",https://m.media-amazon.com/images/I/71UVm0rtt8L._AC_UL320_.jpg,https://www.amazon.ca/dp/B09M8N2HR6,49.99,59.988,RV Parts  Accessories,283,4.6,FALSE,98
EUDAX DIY DC Power Micro Motor Wind Turbine Electricity Generator Blades Model,https://m.media-amazon.com/images/I/61GsrzQ7SAL._AC_UL320_.jpg,https://www.amazon.ca/dp/B07D17ZX83,31.98,38.376,RV Parts  Accessories,148,4.1,FALSE,48
Girls 9 Pack Tagless Hipster,https://m.media-amazon.com/images/I/81AmZyljgpL._AC_UL320_.jpg,https://www.amazon.ca/dp/B085R6SXRN,12.36,14.832,Girls,1422,4.5,TRUE,500
"Kids Watch, Girls Digital Watch with Alarm/Stopwatch/Distance/Calories/Steps Counter, Watches for Kids Teens Gift for Girls Boys",https://m.media-amazon.com/images/I/51O-V+EeFML._AC_UL320_.jpg,https://www.amazon.ca/dp/B0B464GPLP,29.99,35.988,Girls,518,3.9,TRUE,27
Girls 9 Pack Tagless Brief,https://m.media-amazon.com/images/I/813mOQ3sWVL._AC_UL320_.jpg,https://www.amazon.ca/dp/B085RD8Q23,12.38,14.856,Girls,1034,4.6,FALSE,300
